站號,站名,站種,海拔高度(m),經度,緯度,城市,地址,資料起始日期,撤站日期,備註,原站號,新站號
C0S890,關山,署屬自動站,238,121.175017,23.0395,臺東縣,關山鎮親水公園內,2016-01-01,,本站於2019/3/21起進行儀器汰換，於2019/6/7完成驗收。,,
C0S900,蘭嶼高中,署屬自動站,27,121.51214,22.04909,臺東縣,蘭嶼鄉椰油村37號（蘭嶼高中內）,2018-10-26,,,,
C0S910,蘭嶼燈塔,署屬自動站,212,121.503117,22.081197,臺東縣,蘭嶼鄉椰油段1-7地號（蘭嶼燈塔旁）,2018-10-26,,,,
C0S920,金峰嘉蘭,署屬自動站,133,120.960825,22.594789,臺東縣,金峰鄉嘉蘭村12鄰665號(金峰鄉嘉蘭村活動中心),2019-07-05,,,,
C0S930,延平,署屬自動站,248,121.084058,22.902581,臺東縣,延平鄉昇平路75號(延平消防分隊),2019-07-05,,,,
C0S940,石寧山,署屬自動站,150,121.406639,23.223772,臺東縣,長濱鄉寧埔村石寧山附近山區,2019-07-05,,,,
C0S950,七塊厝,署屬自動站,415,121.229922,22.954453,臺東縣,東河鄉尚德村七塊厝產業道路附近山區,2019-07-05,,,,
C0S960,香蘭,署屬自動站,32,120.993375,22.587569,臺東縣,太麻里鄉香蘭村四鄰28號 (香蘭國小),2019-11-28,,,,
C0S970,加津林,署屬自動站,19,120.926942,22.416211,臺東縣,大武鄉大竹村14鄰加津林4號(舊高溪派出所),2019-07-05,,,,
C0S980,勝林山,署屬自動站,903,120.8938,22.430439,臺東縣,達仁鄉勝林山山頂停機坪旁(與大武鄉交界附近),2019-07-05,,,,
C0S990,山豬窟,署屬自動站,409,120.857372,22.318619,臺東縣,大武鄉南興村山豬窟產業道路附近山區(梅園涼亭旁),2019-07-05,,,,
C0SA00,歷坵,署屬自動站,466,120.89185,22.520969,臺東縣,金峰鄉歷坵產業道路附近山區,2019-07-05,,,,
C0SA10,檳榔四格山,署屬自動站,411,121.109308,22.810031,臺東縣,卑南鄉檳榔四格山山頂瞭望臺旁,2019-07-05,,,,
C0SA20,金崙山,署屬自動站,857,120.959667,22.567419,臺東縣,太麻里鄉富山產業道路附近山區(與金峰鄉交界附近),2019-07-05,,,,
C0SA30,都歷,署屬自動站,93,121.323642,23.020333,臺東縣,成功鎮新村路25號(東部海岸國家風景區管理處),2019-07-05,,,,
C0SA40,瑞和,署屬自動站,200,121.156697,22.974361,臺東縣,鹿野鄉瑞和村瑞景路3段1號(瑞源國中),2019-07-05,,,,
C0SA60,知本（水試所）,署屬自動站,11,121.082761,22.702394,臺東縣,臺東市知本路2段291巷299號,2020-04-09,,,,
C0SA80,土坂,署屬自動站,136,120.887572,22.453108,臺東縣,達仁鄉土坂村1鄰10號(土坂國民小學操場旁),2019-06-07,,原(C1S620)站因擴充為氣象站，於2019/3/23升級為(C0SA80)站。,C1S620,
C0SA90,達仁林場,署屬自動站,497,120.823972,22.264347,臺東縣,達仁鄉臺東達五號農路4K處,2020-04-09,,,,
C0SB10,美和,署屬自動站,28,121.060236,22.682078,臺東縣,太麻里鄉美和村3鄰28-1號,2025-02-05,,,,
C0SB20,富岡,署屬自動站,29,121.192669,22.792467,臺東縣,臺東市富岡街299號,2025-02-05,,,,
C0SB30,新蘭,署屬自動站,60,121.223228,22.869214,臺東縣,東河鄉都蘭村都蘭24之13號,2025-02-05,,,,
C0SB40,興隆,署屬自動站,65,121.257469,22.913661,臺東縣,東河鄉興昌村29鄰28號,2025-02-05,,,,
C0SB50,叭嗡嗡,署屬自動站,7,121.343223,23.047062,臺東縣,成功鎮豐田路3號,2025-02-05,,,,
C0SB60,白守蓮,署屬自動站,20,121.401914,23.126769,臺東縣,成功鎮白蓮路43號,2025-02-05,,,,
C0SB70,小港漁港,署屬自動站,28,121.400431,23.158558,臺東縣,成功鎮成廣路9號,2025-02-05,,,,
C0SB80,長濱漁港,署屬自動站,53,121.459994,23.313644,臺東縣,長濱鄉長濱村15鄰181-2號,2025-02-05,,,,
C0T790,大禹嶺,署屬自動站,2830,121.316086,24.186117,花蓮縣,秀林鄉立霧溪事業區67林班地(救國團大禹山莊),1996-01-01,,,,
C0T820,天祥,署屬自動站,550,121.495639,24.179597,花蓮縣,秀林鄉立霧溪事業區80林班地(天祥祥德寺),1996-01-01,,本站於2017/9/23起進行儀器汰換，於2017/12/1完成驗收。,,
C0T870,鯉魚潭,署屬自動站,135,121.508944,23.935639,花蓮縣,壽豐鄉池南村池南路一段8號(鯉魚潭風景區旁),1996-01-01,,本站於2017/4/7起進行儀器汰換，於2017/6/3完成驗收。,,
C0T900,西林,署屬自動站,160,121.441458,23.8119,花蓮縣,萬榮鄉西林路8鄰114號(西林國民小學運動場旁),2010-07-01,,原(C1T900)站因擴充為氣象站，於2010/7/1升級為(C0T900)站，2017/4/14起進行儀器汰換，於2017/6/3完成驗收。,C1T900,
C0T960,光復,署屬自動站,120,121.424964,23.660694,花蓮縣,光復鄉大進村糖廠街19號(台糖公司花蓮光復糖廠內),1996-01-01,,本站於2017/5/3起進行儀器汰換，於2017/6/3完成驗收。,,
C0T9A0,月眉山,署屬自動站,498,121.539828,23.809928,花蓮縣,壽豐鄉月眉山旁的小山丘上(過米棧大橋往山上水璉方向至四號橋左轉之山上),2000-10-01,,本站於2017/5/11起進行儀器汰換，於2017/6/3完成驗收。,,
C0T9B0,水源,署屬自動站,558,121.537169,23.991861,花蓮縣,秀林鄉原林務局水源段的苗圃內,2000-10-01,,本站於2017/3/27起進行儀器汰換，於2017/6/3完成驗收。,,
C0T9D0,和中,署屬自動站,8,121.74103,24.26676,花蓮縣,秀林鄉秀林村62號(和平國小和中分校校園內),2004-06-01,,本站於2017/10/12進行儀器汰換及短距離移位，於2017/12/1完成驗收。,,
C0T9E0,大坑,署屬自動站,415,121.581981,23.880628,花蓮縣,壽豐鄉10鄰山嶺80之1號(中華電信公司賀田山機房)旁,2004-06-01,,本站於2017/4/20起進行儀器汰換，於2017/6/3完成驗收。,,
C0T9F0,水璉,署屬自動站,251,121.542514,23.797131,花蓮縣,壽豐鄉水璉村,2004-06-01,,本站於2017/4/27起進行儀器汰換，於2017/6/3完成驗收。,,
C0T9G0,鳳林山,署屬自動站,605,121.420131,23.735269,花蓮縣,鳳林鎮,2004-06-01,,本站於2017/4/6起進行儀器汰換，於2017/6/3完成驗收。,,
C0T9H0,加路蘭山,署屬自動站,725,121.5274,23.682947,花蓮縣,豐濱鄉臨海段776-4號,2004-06-01,,本站於2017/4/19起進行儀器汰換，於2017/6/3完成驗收。,,
C0T9I0,豐濱,署屬自動站,152,121.514806,23.583897,花蓮縣,豐濱鄉豐濱村,2004-06-01,,本站於2017/4/25起進行儀器汰換，於2017/6/3完成驗收。,,
C0T9M0,靜浦,署屬自動站,92,121.495028,23.455167,花蓮縣,豐濱鄉靜浦村活動中心後山上,1997-07-01,,原(C0S720)站因縣市代碼不符，於2008/2/25重新編碼為(C0T9M0)站。本站於2019/4/9起進行儀器汰換，於2019/6/7完成驗收。,C0S720,
C0T9N0,富里,署屬自動站,261,121.249378,23.171639,花蓮縣,富里鄉永安街52號(富里國小),2019-07-05,,,,
C0TA10,花蓮漁港,署屬自動站,17,121.638331,23.995322,花蓮縣,花蓮市港濱路41之1號,2025-02-05,,,,
C0TA20,加灣,署屬自動站,45,121.608944,24.082025,花蓮縣,秀林鄉景美村加灣128-6號,2025-02-05,,,,
C0TA30,鹽寮,署屬自動站,11,121.592664,23.845606,花蓮縣,壽豐鄉鹽寮村,2025-02-24,,,,
C0TA40,秀林,署屬自動站,930,121.731144,24.302864,花蓮縣,秀林鄉和平村,2025-06-13,,,,
C0TA50,和仁,署屬自動站,3,121.712472,24.241394,花蓮縣,秀林鄉和平村和仁71號,2025-06-13,,,,
C0TA80,立霧山,署屬自動站,1108,121.641899,24.183258,花蓮縣,秀林鄉富世村352號,2025-06-30,,,,
C0U520,雙連埤,署屬自動站,517,121.641303,24.753033,宜蘭縣,員山鄉雙連埤地區(需徒步20分鐘),2010-07-01,,原(C1U521)站因擴充為氣象站，於2010/7/1升級為(C0U520)站，於2017/12/26進行儀器汰換，於2018/3/23完成驗收。,C1U521,
C0U600,礁溪,署屬自動站,10,121.765608,24.817539,宜蘭縣,礁溪鄉礁溪路四段23號(礁溪國民中學教室後宿舍旁),1996-01-01,,本站於2017/11/9進行儀器汰換，於2018/3/23完成驗收。,,
C0U650,玉蘭,署屬自動站,442,121.587061,24.675286,宜蘭縣,大同鄉松羅村鹿場路11號(往松羅山頂瞭望亭旁),1996-01-01,,本站於2017/10/9進行儀器汰換，於2017/12/1完成驗收。,,
C0U710,太平山,署屬自動站,1942,121.525656,24.505486,宜蘭縣,大同鄉太平山93林班地(林務局路標22.3k處),1996-01-01,,本站於2017/12/13進行儀器汰換，於2018/3/23完成驗收。,,
C0U720,南山,署屬自動站,1260,121.38167,24.43742,宜蘭縣,大同鄉南山村4鄰埤南巷31-3號(南山國民小學內),2018-03-23,,原(C1U720)站因擴充為氣象站，於2018/3/23升級為(C0U720)站。,C1U720,
C0U750,龜山島,署屬自動站,398,121.953133,24.841667,宜蘭縣,頭城鎮龜山島山頂401高地觀景台,2002-09-13,,本站為觀光局所設，交由本署管理。本站於2017/11/24進行儀器汰換，於2018/3/23完成驗收。,,
C0U760,東澳,署屬自動站,22,121.83318,24.52196,宜蘭縣,南澳鄉東岳村蘇花路三段209號(東澳國小校園內),2004-06-01,,本站於2017/12/19進行儀器汰換，於2018/3/23完成驗收。,,
C0U770,南澳,署屬自動站,5,121.81022,24.44935,宜蘭縣,南澳鄉中央氣象署地震中心系統維護課之南澳地震站,2005-10-01,,本站於2017/10/27進行儀器汰換，於2017/12/1完成驗收。,,
C0U780,五結,署屬自動站,15,121.79794,24.68637,宜蘭縣,五結鄉五結中路二段88號(五結國小),2010-07-01,,本站於2017/10/13進行儀器汰換，於2017/12/1完成驗收。,,
C0U860,頭城,署屬自動站,5,121.8308,24.85323,宜蘭縣,頭城鎮協天路468號(中華電信頭城海纜站內),2017-12-01,,原(C1U860)站因移位升氣，於2017/12/1變更為(C0U860)站。,C1U860,
C0U870,大礁溪,署屬自動站,474,121.675047,24.791042,宜蘭縣,礁溪鄉二結村一鄰9-1號(國立宜蘭大學實驗林場),2017-12-01,,原(C1U610)站因移位升氣，於2017/12/1變更為(C0U870)站。,,
C0U880,北關,署屬自動站,2,121.8734,24.9072,宜蘭縣,頭城鎮濱海路三段(北關梗枋漁港北側路邊),2022-09-19,,原(C1U880)站因擴充為氣象站，於2022/9/19升級為(C0U880)站。,C1U880,
C0U890,三星,署屬自動站,116,121.65302,24.66812,宜蘭縣,三星鄉月眉街54號(三星國中),2017-12-01,,原(C1U660)站因移位升氣，於2017/12/1變更為(C0U890)站。,C1U660,
C0U900,內城,署屬自動站,63,121.68766,24.71813,宜蘭縣,員山鄉內城路545號(內城國民中小學),2017-12-01,,原(C1U630)站因移位升氣並更名，於2017/12/1變更為(C0U900)站。,C1U630,
C0U910,冬山,署屬自動站,17,121.7937,24.63373,宜蘭縣,冬山鄉冬山路98-5號(冬山消防分隊),2017-12-01,,原(C0U680)站因移位，於2017/12/1變更為(C0U910)站。,C0U680,
C0U940,羅東,署屬自動站,25,121.74934,24.68184,宜蘭縣,羅東鎮羅東運動公園南側(北成路二段停車場旁自行車道入口),2017-12-01,,,,
C0U950,鶯子嶺,署屬自動站,1012,121.79244,24.89754,宜蘭縣,頭城鎮鶯子嶺通信站區內,2017-12-01,,,,
C0U960,翠峰湖,署屬自動站,1885,121.608044,24.510856,宜蘭縣,大同鄉太平山翠峰湖停車場木棧道旁,2018-03-23,,,,
C0U970,大福,署屬自動站,7,121.81389,24.80064,宜蘭縣,壯圍鄉大福路一段62巷26號(大福國小),2017-12-01,,,,
C0U980,坪林石牌,署屬自動站,573,121.77396,24.86478,宜蘭縣,頭城鎮與新北市坪林區交界附近之國有林班地(位於坪林石牌附近山區),2017-12-01,,,,
C0U990,員山,署屬自動站,31,121.72247,24.74435,宜蘭縣,員山鄉員山村復興路39號(員山國小),2017-12-01,,,,
C0UA00,土場,署屬自動站,392,121.495333,24.576533,宜蘭縣,大同鄉土場,2018-03-23,,,,
C0UA10,鴛鴦湖,署屬自動站,1711,121.412228,24.590269,宜蘭縣,大同鄉100線林道約15K(太平山事業區32林班內，鴛鴦湖工作站旁空地),2018-03-23,,,,
C0UA20,多加屯,署屬自動站,2619,121.373189,24.368614,宜蘭縣,大同鄉南湖大山指標8.4K處(多加屯避難山屋附近),2017-12-28,,,,
C0UA30,白嶺,署屬自動站,1397,121.519031,24.527819,宜蘭縣,大同鄉太平山白嶺苗圃內,2018-03-23,,,,
C0UA40,西德山,署屬自動站,1121,121.752608,24.560647,宜蘭縣,南澳鄉安平坑林道(力霸產業道路)附近山區(南澳事業區28林班內),2018-05-09,,,,
C0UA50,西帽山,署屬自動站,808,121.802628,24.555361,宜蘭縣,南澳鄉台泥大白山運石道附近山區(羅東事業區96林班內),2018-05-09,,,,
C0UA60,樟樹山,署屬自動站,566,121.78325,24.41393,宜蘭縣,南澳鄉武塔村樟樹山附近山區,2018-03-23,,,,
C0UA70,桃源谷,署屬自動站,547,121.888875,24.962606,宜蘭縣,頭城鎮及新北市貢寮區交界之桃源谷附近空地,2018-03-23,,,,
C0UA80,大溪漁港,署屬自動站,10,121.902955,24.941801,宜蘭縣,頭城鎮大溪里濱海路5段492號(大溪安檢所樓頂),2022-03-09,,,,
C0UA90,石城,署屬自動站,5,121.951214,24.980444,宜蘭縣,頭城鎮石城路85號(石城執檢站樓頂),2022-03-09,,,,
C0UB00,淡江大學蘭陽校園,署屬自動站,379,121.730383,24.823239,宜蘭縣,礁溪鄉林尾路180號（淡江大學蘭陽校園內）,2022-01-05,,,,
C0UB10,蘇澳,署屬自動站,28,121.8571,24.5969,宜蘭縣,蘇澳鎮港區路1號6樓(蘇澳港行政大樓),2023-04-01,,原(467060)站於2023/04/01起變更站碼為(C0UB10)站。,467060,
C0UB20,壯圍,署屬自動站,30,121.8163,24.7359,宜蘭縣,壯圍鄉紅葉路69號,2022-12-26,,,,
C0UB60,明池,署屬自動站,1163,121.475277,24.650688,宜蘭縣,大同鄉明池段45-3地號,2025-04-25,,,,
C0UB70,太平山中間站,署屬自動站,890,121.513453,24.542003,宜蘭縣,大同鄉土場段35地號,2025-04-25,,,,
C0UB80,翠峰林道6K,署屬自動站,1981,121.568625,24.49773,宜蘭縣,大同鄉平元段15地號,2025-04-25,,,,
C0UB90,太平山莊,署屬自動站,1925,121.536209,24.494171,宜蘭縣,大同鄉太平山段10地號,2025-04-25,,,,
C0V210,復興,署屬自動站,734,120.806089,23.222403,高雄市,桃源區復興里復興巷1鄰15號,2013-04-18,,原(C1V210)站因擴充為氣象站，於2013/4/18升級為(C0V210)站。,C1V210,
C0V350,溪埔,署屬自動站,36,120.446797,22.738578,高雄市,大樹區溪埔里之台29線近83K處,2013-12-01,,原(C1V350)站因擴充為氣象站，於2013/12/1升級為(C0V350)站。,C1V350,
C0V360,內門,署屬自動站,94,120.466769,22.975481,高雄市,內門區木柵里木柵3號（木柵國民小學）,2013-12-01,,原(C1V360)站因擴充為氣象站，於2013/12/1升級為(C0V360)站。,C1V360,
C0V370,古亭坑,署屬自動站,74,120.401947,22.893178,高雄市,田寮區古亭里,1992-05-01,,本站因儀器汰換，自2013/8/31起暫停資料提供，並於2013/12/1完成驗收。,,
C0V400,阿公店,署屬自動站,56,120.355528,22.804194,高雄市,燕巢區西燕里工程路1號（阿公店水庫內）,2013-12-01,,原(C1V400)站因擴充為氣象站，於2013/12/1升級為(C0V400)站。,C1V400,
C0V440,鳳山,署屬自動站,27,120.356122,22.646653,高雄市,鳳山區文山路園藝巷4號（鳳山熱帶園藝試驗分所）,2013-12-01,,原(C1V440)站因移位及擴充為氣象，於2013/12/1升級為(C0V440)站。,C1V440,
C0V450,鳳森,署屬自動站,51,120.392592,22.545064,高雄市,小港區水庫段96-1地號（鳳山給水廠內）,2013-12-01,,原(C1V451)站因擴充為氣象站，於2013/12/1升級為(C0V450)站。於2024/01/08完成儀器汰換,C1V451,
C0V490,新興,署屬自動站,20,120.298803,22.627422,高雄市,新興區大同一路231號(大同國小內5樓頂),2009-12-01,,本站於2013/9/12起進行儀器汰換，並於2013/12/1完成驗收。於2024/01/08完成儀器汰換。,,
C0V530,阿蓮,署屬自動站,34,120.327508,22.883208,高雄市,阿蓮區阿蓮里民生路94號(阿蓮區公所),2013-08-01,,原(C1V530)站因擴充為氣象站，於2013/8/1升級為(C0V530)站。,C1V530,
C0V610,梓官,署屬自動站,22,120.267211,22.760558,高雄市,梓官區梓官路258號(梓官區公所),2013-12-01,,於2024/01/08完成儀器汰換,,
C0V620,永安,署屬自動站,18,120.236856,22.82315,高雄市,永安區永安路32號(永安消防分隊),2013-12-01,,於2024/01/08完成儀器汰換,,
C0V630,茄萣,署屬自動站,19,120.182608,22.906642,高雄市,茄萣區濱海路四段27號(茄萣區公所),2013-12-01,,,,
C0V640,湖內,署屬自動站,35,120.2445,22.887139,高雄市,湖內區中山路一段290之1號(湖街派出所),2013-12-01,,於2024/01/08完成儀器汰換,,
C0V650,彌陀,署屬自動站,28,120.246361,22.783806,高雄市,彌陀區中正北路7號(彌陀消防分隊),2013-12-01,,,,
C0V660,岡山,署屬自動站,25,120.294958,22.797078,高雄市,岡山區岡山路341號(岡山地政事務所),2013-12-01,,,,
C0V680,仁武,署屬自動站,40,120.347722,22.701083,高雄市,仁武區中正路133號(仁武區公所),2013-12-01,,,,
C0V690,鼓山,署屬自動站,30,120.275575,22.623325,高雄市,鼓山區臨海一路61-1號(鼓山消防分隊),2013-12-01,,,,
C0V700,三民,署屬自動站,24,120.311233,22.645017,高雄市,三民區十全一路88號(十全消防分隊),2013-12-01,,,,
C0V710,苓雅,署屬自動站,34,120.330669,22.622742,高雄市,苓雅區三多一路162號(苓雅消防分隊),2013-12-01,,,,
C0V720,林園,署屬自動站,15,120.394511,22.507747,高雄市,林園區林園北路179號(林園區公所),2013-08-01,,,,
C0V730,大寮,署屬自動站,33,120.395717,22.605614,高雄市,大寮區鳳林三路492號(大寮區公所),2013-08-01,,,,
C0V740,旗山,署屬自動站,60,120.483597,22.888614,高雄市,旗山區延平一路499號(旗山區公所),2013-08-01,,,,
C0V750,路竹,署屬自動站,50,120.259439,22.854997,高雄市,路竹區國昌路76號(路竹區公所),2013-12-01,,,,
C0V760,橋頭,署屬自動站,30,120.30575,22.757806,高雄市,橋頭區隆豐路1號(橋頭區公所),2013-12-01,,,,
C0V770,大社,署屬自動站,26,120.346639,22.730306,高雄市,大社區自強街1號(大社區公所),2013-12-01,,,,
C0V790,萬山,署屬自動站,410,120.688056,22.905944,高雄市,茂林區萬山段710地號,2013-12-01,,,,
C0V800,六龜,署屬自動站,256,120.633583,22.997889,高雄市,六龜區民治路9號(六龜消防隊),2013-12-01,,,,
C0V810,左營,署屬自動站,32,120.28491,22.67491,高雄市,左營區左營大路1號(高雄市立海青高級工商職業學校資訊大樓樓頂),2015-09-21,,於2024/01/08完成儀器汰換,,
C0V820,小林,署屬自動站,441,120.63325,23.148408,高雄市,甲仙區五里路24-2號（小林國小）,2018-12-20,,,,
C0V840,鳳鼻頭,署屬自動站,35,120.3591,22.5083,高雄市,小港區南星路107號,2022-12-26,,,,
C0V850,蚵仔寮,署屬自動站,22,120.2527,22.7256,高雄市,梓官區信蚵里廣澤路100號,2022-12-26,,,,
C0V860,南寮,署屬自動站,10,120.2339,22.7616,高雄市,彌陀區南寮里漁港1街62號,2022-12-26,,,,
C0V870,文安,署屬自動站,23,120.2164,22.8025,高雄市,彌陀區舊港橫路87號,2022-12-26,,,,
C0V880,興達,署屬自動站,19,120.2127,22.8778,高雄市,茄萣區順漁路100號,2022-12-26,,,,
C0V890,前鎮,署屬自動站,25,120.3117,22.5718,高雄市,前鎮區漁港北二路5號,2022-12-26,,,,
C0V900,汕尾,署屬自動站,6,120.4151,22.4782,高雄市,林園區,2022-12-26,,,,
C0V910,大樹,署屬自動站,50,120.432803,22.684645,高雄市,大樹區中正一路188號,2025-02-05,,,,
C0W110,東莒,署屬自動站,16,119.98069,25.9652,連江縣,莒光鄉福正村1號(福正抽水機房，莒光遊客中心後方),2016-07-01,,,,
C0W120,西嶼,署屬自動站,58,119.468436,23.5626,澎湖縣,西嶼鄉195號(西嶼燈塔西方),2016-07-01,,,,
C0W130,花嶼,署屬自動站,18,119.32276,23.40007,澎湖縣,望安鄉花嶼村2號(花嶼國民小學),2016-07-01,,,,
C0W140,金沙,署屬自動站,21,118.408778,24.488292,金門縣,金沙鎮環島北路四段465號(金門縣自來水廠榮湖淨水場),2016-10-05,,,,
C0W150,金寧,署屬自動站,42,118.328989,24.457703,金門縣,金寧鄉頂林路315號(金門縣消防局),2016-10-05,,,,
C0W160,烏坵,署屬自動站,49,119.44956,24.9944,金門縣,烏坵鄉,2016-10-05,,,,
C0W180,七美,署屬自動站,29,119.444892,23.219333,澎湖縣,雙心石滬風景區,2024-01-08,,,,
C0W190,望安,署屬自動站,52,119.494075,23.380564,澎湖縣,天台山風景區,2024-01-08,,,,
C0W200,湖西,署屬自動站,18,119.67275,23.596314,澎湖縣,摩西分海風景區,2024-01-08,,,,
C0W220,北竿,署屬自動站,40,119.974881,26.220358,連江縣,北竿鄉坂里村1-1號,2024-01-08,,,,
C0W240,九宮,署屬自動站,52,118.240186,24.423753,金門縣,烈嶼鄉南塘1之27號,2025-02-05,,,,
C0X050,東河,署屬自動站,25,120.385608,23.296598,臺南市,東山區東河里54號(東河水利工作站),2015-07-03,,原(C1X050)站因擴充為氣象站及移位，於2015/7/1升級為(C0X050)站。,C1X050,
C0X060,下營,署屬自動站,19,120.256261,23.22695,臺南市,下營區仁里里下營國小附近,2015-07-03,,原(C1X060)站因擴充為氣象站，於2015/7/1升級為(C0X060)站。,C1X060,
C0X080,佳里,署屬自動站,2,120.145086,23.173039,臺南市,佳里區西方之埔尾，近七股區之篤加,1993-03-01,,本站於2015/5/11起進行儀器汰換，並於2015/7/1完成驗收。,,
C0X100,臺南市北區,署屬自動站,10,120.194228,23.010394,臺南市,北區文賢路678號(和緯消防分隊),2013-04-18,,,,
C0X110,臺南市南區,署屬自動站,20,120.188378,22.961189,臺南市,南區明興路2號(南區區公所),2013-04-18,,,,
C0X120,麻豆,署屬自動站,28,120.248611,23.183289,臺南市,麻豆區興國路9號(麻豆消防分隊5樓頂),2013-04-18,,,,
C0X130,官田,署屬自動站,27,120.315422,23.193217,臺南市,官田區中山路一段132號(官田區公所),2013-04-18,,,,
C0X140,西港,署屬自動站,17,120.203108,23.125608,臺南市,西港區中山路450號(西港消防分隊4樓頂),2013-04-18,,,,
C0X150,安定,署屬自動站,18,120.227839,23.102614,臺南市,安定區南安里33-11號(安定消防分隊),2013-04-18,,,,
C0X160,仁德,署屬自動站,26,120.257689,22.968258,臺南市,仁德區仁義路432號(仁德消防分隊),2013-04-18,,,,
C0X170,關廟,署屬自動站,50,120.327797,22.963017,臺南市,關廟區中正路998號(關廟區公所3樓頂),2013-08-01,,,,
C0X180,山上,署屬自動站,62,120.363253,23.0757,臺南市,山上區豐德里隙子口5之1號(中油豐德供油中心2樓頂),2013-04-18,,,,
C0X190,安平,署屬自動站,10,120.152181,22.993161,臺南市,安平區城平路2號(台江國家公園管理處),2013-04-18,,,,
C0X200,左鎮,署屬自動站,61,120.408522,23.056758,臺南市,左鎮區中正里171號之4(左鎮區公所),2013-04-18,,2016/10/18因公所施工暫時無法提供資料，2017/1/24完工。,,
C0X210,白河,署屬自動站,38,120.414427,23.347466,臺南市,白河區中山路6號(白河消防分隊),2015-07-03,,,,
C0X220,學甲,署屬自動站,26,120.182187,23.230367,臺南市,學甲區華宗路313號(學甲區公所),2015-07-03,,,,
C0X230,鹽水,署屬自動站,29,120.247641,23.272621,臺南市,鹽水區竹埔里1號(竹埔派出所),2015-07-03,,,,
C0X240,關子嶺,署屬自動站,394,120.508025,23.331169,臺南市,白河區關嶺里94-3號(仙草國小關嶺分校),2015-07-03,,於2015/12/8短距離移位。本站於2015/11/23起進行儀器汰換，並於2015/12/8完成驗收。,,
C0X250,新營,署屬自動站,33,120.316681,23.310689,臺南市,新營區中正路30號(南瀛親子館),2015-07-03,,,,
C0X260,後壁,署屬自動站,39,120.362326,23.366358,臺南市,後壁區後壁里129號(後壁圖書館),2015-07-03,,,,
C0X280,將軍,署屬自動站,22,120.13577,23.214999,臺南市,將軍區將貴里58號(將軍國小),2015-07-03,,,,
C0X290,北門,署屬自動站,10,120.125481,23.267772,臺南市,北門區北門里舊埕108號(北門區公所),2016-01-01,,,,
C0X300,鹿寮,署屬自動站,70,120.477331,23.386047,臺南市,白河區崎內里12號(鹿寮水庫),2016-01-01,,,,
C0X320,柳營,署屬自動站,30,120.375253,23.253328,臺南市,柳營區國道3號北上324.7K處,2020-02-05,,,,
C0Z020,明里,署屬自動站,211,121.262342,23.208717,花蓮縣,富里鄉明里村明里社區後方山上,2010-07-01,,原(C1Z020)站因擴充為氣象站，於2010/7/1升級為(C0Z020)站。本站於2017/8/29起進行儀器汰換，於2017/12/1完成驗收。,C1Z020,
C0Z050,佳心,署屬自動站,824,121.21316,23.34567,花蓮縣,卓溪鄉佳心(玉山國家公園內，距花蓮卓溪鄉南安遊客步行2.5時之日據時代派出所舊址),1997-07-01,,本站於2017/9/3起進行儀器汰換，於2017/12/1完成驗收。,,
C0Z061,玉里,署屬自動站,174,121.339656,23.3215,花蓮縣,玉里鎮樂合里新民41號(樂合國小),2008-02-20,,原(C0Z060)站因移位，於2008/2/20更變為(C0Z061)站。本站於2017/8/17起進行儀器汰換，於2017/12/1完成驗收。,C0Z060,
C0Z070,舞鶴,署屬自動站,247,121.37407,23.46811,花蓮縣,瑞穗鄉舞鶴村加納納山三角點旁,1997-07-01,,本站於2017/6/21起進行儀器汰換，於2017/12/1完成驗收。,,
C0Z080,富源,署屬自動站,298,121.378225,23.587642,花蓮縣,光復鄉大豐村9鄰265號(富源國中對面之半山腰上),2012-01-01,,本站於2017/6/19起進行儀器汰換，於2017/12/1完成驗收。,,
C0Z100,東華,署屬自動站,36,121.549833,23.89525,花蓮縣,壽豐鄉大學路二段1號（國立東華大學）,2014-01-01,,本站於2017/3/29起進行儀器汰換，於2017/6/3完成驗收。,,
C0Z150,吉安光華,署屬自動站,27,121.595153,23.930925,花蓮縣,吉安鄉南濱路一段531號(水資源回收中心),2017-06-03,,,,
C0Z160,鳳林,署屬自動站,124,121.453411,23.746114,花蓮縣,鳳林鎮信義路200號(鳳林地政事務所),2017-06-03,,原(C1T930)站因移位及升級，於2017/6/3升級為(C0Z120)站。,C1T930,
C0Z170,卓溪,署屬自動站,194,121.3029,23.3443,花蓮縣,卓溪鄉卓溪村中正67號(花蓮縣卓溪鄉公所樓頂),2022-12-20,,"原(C1Z010)站因移位升級，於2017/12/1變更為(C0Z170)站。
2022/11/22舊站遷移(舊地址為卓溪鄉卓溪村中正路65-5號)，站碼不變，並於2022/12/20開始接續提供資料。",C1Z010,
C0Z180,新城,署屬自動站,37,121.604878,24.040486,花蓮縣,新城鄉大漢村大安街1號(新城鄉原住民多功能活動中心),2017-12-01,,原(C0T841)站因移位，於2017/12/1更變為(C0Z180)站。(C0Z180)站於2025/02/07從新城鄉公所遷移至新城鄉原住民多功能活動中心(約120公尺)，並於2025/04/07啟用。,C0T841,
C0Z190,富世,署屬自動站,62,121.6297,24.14743,花蓮縣,秀林鄉富世村127號(富世國小校園內),2017-12-01,,原(C0T9C0)站因移位，於2017/12/1變更為(C0Z190)站。,C0T9C,
C0Z200,萬榮,署屬自動站,153,121.420106,23.709219,花蓮縣,鳳林鎮長橋里長橋路2號(長橋國小),2017-06-03,,,,
